pk_article,article_topic
387,"2,3"
387,"0,3"
1188,0
2069,"0,3"
1393,3
1561,0
1393,1
2069,3
847,0
224,"0,3"
847,0
847,0
551,1
847,3
551,1
224,3
551,3
1287,3
1162,3
1315,3
224,0
224,3
224,3
1275,"0,3"
48,"0,4"
224,0
224,0
224,"0,1,2"
56,3
1287,"1,3"
551,"1,3"
847,0
847,0
1660,"1,3"
1287,"1,3"
224,4
847,"1,3"
224,"1,3"
224,0
960,"0,3"
84,"0,3"
847,"0,3"
1305,"0,3"
551,0
224,"1,3"
960,3
2089,"0,3"
224,"1,3"
568,2
1615,"1,3"
188,"0,3"
960,0
441,"2,3"
1648,3
441,0
224,2
1287,"1,3"
224,4
788,1
2075,"1,3"
634,"2,3"
224,"0,3"
1213,4
847,"0,3"
48,0
960,"0,3"
931,"0,4"
825,"0,4"
1020,3
827,"1,3"
827,3
683,"1,3"
683,"0,3"
827,3
827,"0,3"
452,3
827,0
827,0
683,"2,3"
635,3
635,"2,3"
635,0
635,0
1363,"1,3"
827,1
1213,3
635,0
827,"0,2"
904,"2,3"
827,"0,3"
847,"0,1"
553,3
84,0
1213,3
1098,0
904,0
827,0
452,0
441,0
827,0
84,0
635,0
452,0
635,0
683,0
635,0
1179,"2,3"
362,"0,3"
1213,"1,3"
827,4
827,0
1244,0
1918,0
1083,"3,4"
1918,0
681,3
482,2
1918,0
482,3
681,"2,3"
963,"0,1,2"
827,4
441,3
2030,3
683,0
262,0
84,0
424,"0,1"
1213,2
1116,3
1918,"0,3"
456,"0,2"
639,"2,4"
456,3
456,"2,4"
456,2
639,"0,1"
639,"0,1"
639,0
456,0
639,0
456,0
1161,0
84,0
847,"2,4"
1194,3
32,"0,3"
1361,"0,2"
639,3
456,3
639,0
456,3
28,3
639,3
779,"1,2"
1695,3
2030,3
1475,3
1116,3
1020,3
84,3
825,0
1315,3
1446,3
1446,0
1401,0
1577,4
1577,3
1173,3
1608,"2,4"
1187,3
666,3
1446,3
442,3
262,"0,3,4"
654,0
978,4
654,"0,4"
666,0
879,"0,3"
770,3
361,"2,4"
361,4
634,0
634,0
633,0
1187,3
654,2
708,0
394,3
1092,4
708,0
708,3
1767,2
1213,0
708,0
459,0
708,0
990,"2,3"
708,4
990,3
708,0
708,3
1767,2
1213,"0,3"
1627,3
1767,2
325,0
1795,"2,3"
1998,"0,3"
1446,0
654,0
1998,0
1029,0
599,3
1998,1
271,4
325,"0,2"
1315,"2,3,4"
83,"0,1,2"
1735,"2,3"
1430,1
2028,0
654,0
1295,3
325,3
1767,4
325,0
224,3
666,"2,3"
103,"2,3"
1291,4
1948,3
461,4
708,"0,3"
666,3
625,"0,1"
1213,4
103,2
103,0
639,"2,3"
681,3
901,"1,4"
279,"0,3"
978,0
103,"0,3"
1842,"0,2,4"
904,"1,4"
845,"1,4"
1291,"0,3"
1475,"1,4"
1891,0
482,"0,3"
1162,0
1187,"0,3"
103,"2,3"
1116,0
1767,2
1291,"0,3"
741,"1,4"
279,"1,2"
385,"0,1"
677,"3,4"
1846,"0,3"
84,"0,3"
401,0
483,0
461,"2,3"
1291,"1,4"
1291,"0,3"
1948,0
103,"0,3"
1213,"0,3"
84,"0,4"
735,0
1948,2
708,"0,1"
1099,"0,3"
1781,2
1627,"2,3"
481,"0,3"
1948,"0,3"
269,"1,3"
137,"1,3"
84,2
1446,0
152,"0,2"
1077,"0,1"
1285,"0,2"
1077,"2,3"
552,2
152,3
152,0
1077,"3,4"
152,"0,4"
661,0
1077,0
661,"0,4"
1533,"2,3"
84,0
1853,"0,3"
904,"0,3"
1077,0
152,"0,1"
459,3
1360,"0,1,4"
1066,0
1192,3
165,0
511,2
511,2
735,"0,4"
152,4
1192,0
45,2
1192,"0,4"
1192,4
2084,3
1786,3
470,0
803,0
1533,2
666,0
84,2
1192,2
1615,0
63,0
1867,"0,1,2"
1595,0
505,0
1888,2
543,0
1888,2
84,"0,4"
1595,0
2028,2
1786,2
329,2
872,2
1285,2
1767,0
872,0
84,4
505,4
569,3
1192,2
505,0
1173,"0,2"
1025,0
500,"0,4"
505,0
1897,0
1161,0
1079,"0,1"
1079,2
437,2
2045,0
1774,0
1079,2
437,2
1111,0
1621,2
1897,0
1774,2
1774,4
1079,"0,4"
1774,4
1079,0
1079,4
1774,0
1774,2
951,"2,3"
1774,4
1774,3
1079,3
1774,2
1079,3
437,2
1774,3
1079,3
1079,4
1079,4
1079,3
1079,0
1774,4
1774,4
2045,0
61,3
1075,3
1079,3
1786,0
262,4
1774,4
437,4
1774,0
1774,3
1774,3
999,3
1079,3
1079,3
1774,3
1774,4
1079,0
1079,3
1774,3
1079,0
1774,0
1079,3
1315,4
437,2
1948,2
1786,"0,4"
1315,3
1774,3
1516,2
84,4
1315,"2,3"
811,2
1722,2
1079,4
811,3
1079,4
811,0
811,2
248,2
248,2
811,3
1774,3
248,2
248,4
762,4
811,3
811,3
811,"0,4"
1774,"0,4"
248,3
248,3
248,3
1774,3
811,3
811,3
811,"0,1"
811,3
811,"2,3"
1213,3
248,3
1191,4
811,2
599,0
1774,"0,1,4"
1774,0
811,0
449,4
804,3
804,3
437,3
811,3
513,3
804,1
248,0
84,"0,3"
804,3
804,0
248,0
811,"0,2"
248,"0,4"
1774,"0,4"
1079,"0,4"
804,3
804,3
811,2
811,"0,3"
804,"0,3"
248,"0,3"
248,"0,3"
811,"0,4"
811,0
437,2
437,0
811,"1,3,4"
1722,"0,4"
811,3
1722,3
811,"0,3"
811,3
1123,3
811,"0,3"
1909,0
811,"0,4"
819,3
248,0
804,3
1774,3
500,3
1772,4
1767,3
1132,"2,3"
2066,"0,3"
206,"0,3"
776,3
1730,0
224,"2,3"
416,"0,4"
1774,3
1340,"0,3"
811,4
227,0
1774,"0,4"
1888,0
1589,0
1589,"0,2"
1589,"1,2"
455,"2,3"
1556,"1,4"
1475,"0,3"
1340,"3,4"
378,"3,4"
1340,"3,4"
378,"3,4"
1589,2
1834,3
1475,3
1670,3
1999,"0,3"
1589,"3,4"
1556,"3,4"
1556,3
378,"3,4"
1556,"0,3"
1213,"0,3"
378,"0,3"
1774,"0,3"
1589,"0,3"
1556,"0,3"
1161,"3,4"
1722,"3,4"
811,"0,3"
1722,"2,4"
248,"0,4"
84,3
378,0
378,1
1556,0
1116,0
1046,0
1179,0
1556,"0,3"
378,1
279,1
1834,"0,3"
1589,0
1834,0
1466,"0,3"
571,"2,3,4"
693,"0,2"
1046,"0,1"
1862,"0,3"
909,0
909,0
909,"0,3"
909,1
1079,0
840,1
487,3
840,2
956,0
909,3
909,0
1213,"0,3"
909,"2,3,4"
597,0
597,1
1323,"0,2"
1323,"0,2"
833,3
956,3
909,"0,2"
909,3
956,3
1207,3
1589,0
2004,0
1589,"0,2"
978,"0,2"
1174,3
1059,0
1174,3
1174,3
1174,3
1174,0
833,"0,3"
1059,"0,1,2"
1059,"2,3"
1951,"0,3"
1285,0
1116,3
1638,"1,3"
14,"0,2"
1043,2
170,0
1638,"0,2"
1608,"0,2"
1774,0
631,"0,2"
137,3
1789,"0,4"
1059,"0,1"
1174,"0,1"
1227,1
1841,"0,1"
804,"0,3"
631,3
1926,"0,1"
1774,"2,3"
1323,"0,1"
677,"0,4"
1472,4
1504,0
1190,"2,3"
1190,3
371,"0,1"
371,3
1190,"0,3"
936,"0,4"
371,"0,3"
371,"0,3"
1472,"2,3"
1472,"0,3"
1190,"0,4"
1190,"0,4"
371,"0,3"
1472,"2,3"
1053,"0,4"
371,4
371,"3,4"
1472,"3,4"
597,"0,1,2"
1400,"2,3"
84,"0,3"
378,"0,4"
1774,0
838,0
19,0
1190,"2,3"
1196,"2,3"
1472,"2,3"
1190,4
1190,0
1472,0
1190,0
371,0
1229,0
742,1
742,0
64,0
742,0
1192,0
1933,"0,1"
742,0
84,"2,3"
742,"0,4"
1229,0
248,3
1363,4
84,0
371,0
742,"2,3"
371,"2,3"
1074,"2,3"
1229,"2,3"
1074,"2,3"
1074,1
1644,4
1074,0
1229,"2,3"
1229,3
1074,"0,3"
84,"0,4"
1229,0
1682,"0,2"
28,0
1586,"0,2"
1644,"1,2"
1074,0
1229,"0,3"
1174,"0,3"
1575,4
1575,4
1281,"0,2"
1281,"0,2"
1796,"0,3"
1116,"0,3"
1472,"0,3"
1575,"0,3"
1575,"0,4"
1575,"0,4"
1760,"0,4"
1575,2
1575,2
762,"0,3"
1575,"0,3"
1173,1
1575,1
1644,"2,3"
1229,3
1575,"1,3"
2003,0
61,0
1575,"0,1"
1575,"0,1"
84,"1,3"
735,"3,4"
735,"0,1"
84,"3,4"
1281,3
973,"3,4"
1315,"0,2"
1575,1
84,3
1074,0
1821,"0,3"
162,"1,3"
1190,0
1236,"2,3"
1559,"0,3"
1269,"0,4"
1190,"0,1"
693,"3,4"
1575,3
1074,"1,3"
1074,"0,3"
1861,3
1861,"1,3"
1190,"1,3"
1190,0
1719,3
1077,"2,3"
378,"2,3"
1077,"1,3"
378,3
1229,0
2084,"0,2"
2084,"0,3"
1755,"0,2"
1755,0
1329,"0,2"
1329,"0,3"
1059,3
84,"0,2"
710,"0,3"
1501,0
638,1
638,"0,3"
1632,"0,3"
844,"0,3"
1501,"2,3"
28,"0,4"
1173,"2,3"
1635,"0,2"
371,1
1635,1
1190,0
1760,"0,3"
710,"0,3"
1361,0
1501,2
1472,"0,2"
956,3
1501,0
638,"0,3"
84,"0,2"
1789,0
437,0
742,"0,3"
1635,0
710,2
1501,"0,4"
1074,"0,2"
710,"0,3"
1501,"2,3"
1501,0
638,"0,1,4"
710,"2,3"
1050,0
1915,0
84,"1,2"
84,0
1501,0
710,0
1766,0
547,0
330,"0,2"
547,3
1767,0
547,"3,4"
330,"3,4"
606,"0,2"
765,3
547,0
1074,0
1766,0
1760,"3,4"
330,0
330,0
330,0
84,3
1229,4
84,3
547,0
1760,0
1760,3
1766,2
330,"0,1"
330,0
1766,"3,4"
1713,0
1877,2
1468,2
1363,"2,3"
330,3
547,"0,3"
1766,0
1766,"2,3"
330,"0,1"
1766,0
765,0
547,1
330,"0,4"
84,1
1766,"0,1"
500,"2,3"
84,"2,3"
568,0
1774,"0,1"
459,3
1767,"2,3"
227,3
1767,"0,1"
1766,3
1766,"0,1"
547,"0,3"
355,"0,3"
1603,"0,3"
909,3
1635,4
1877,0
1213,"0,3"
744,"0,3"
698,"0,2"
1767,"0,3"
419,0
419,"0,1"
926,0
1774,0
1774,"0,3"
419,0
1021,0
348,0
788,"1,2"
107,3
1756,1
1213,"0,1"
765,0
1610,4
419,"2,3"
1635,3
419,0
1475,"0,3"
1079,"2,3"
84,"2,3"
2082,"0,3"
941,"0,3"
5,4
84,0
242,3
762,0
234,0
1607,2
1064,"0,3"
441,"1,2,3"
362,"0,2"
1502,"2,3"
608,0
622,"3,4"
84,3
1436,"2,4"
242,3
84,0
2082,"2,3"
242,2
1835,"2,3"
284,0
1074,0
729,1
729,1
438,0
1820,"2,3"
953,3
614,"0,1"
330,3
547,0
330,0
1766,0
1610,"0,1"
1766,0
1766,"0,3,4"
1766,0
234,3
693,3
788,"2,3"
1800,"1,3"
1987,2
1766,"0,2"
1315,3
84,"0,3"
599,3
953,3
729,3
84,4
84,"2,3"
956,0
330,"3,4"
1820,3
760,"2,3"
1213,"2,3"
953,4
419,"2,3"
1515,3
1485,3
15,"0,3"
2077,3
1685,0
419,"2,3"
926,3
85,"0,3"
427,"0,3"
1361,"0,3"
824,"2,3"
824,"0,1,2"
1644,0
1515,"0,3"
780,0
419,2
1767,"0,2"
1816,4
1436,4
84,3
427,0
742,"0,4"
427,4
1709,0
1709,"0,3"
1891,"2,3"
1123,"1,3"
953,"0,3"
115,"0,3"
1361,2
1709,"0,3"
189,1
427,"0,3"
1015,"0,4"
92,3
427,"0,3"
84,0
1391,3
2005,3
11,3
427,3
769,"1,2"
427,"1,3"
427,"1,2"
427,"1,3"
1289,"1,2"
84,0
1891,"2,3"
926,"0,4"
1926,3
84,4
84,0
725,"2,3"
84,"2,3"
427,"0,3"
427,4
1244,4
427,0
357,"0,3"
372,3
1689,"0,2"
1604,"0,3"
241,0
1202,"0,3"
1202,0
799,3
484,3
825,0
1766,"0,4"
241,0
1513,"2,4"
984,"0,3"
1888,"0,3"
606,3
326,1
1315,2
171,"0,3"
21,"1,2"
1198,"0,3"
506,0
171,0
1198,"2,3"
241,"0,3"
84,"1,2,3"
1501,"2,3"
241,"1,3"
330,0
765,"0,3"
1059,"0,3"
330,"0,1,2"
48,1
344,4
330,0
114,0
195,0
344,0
1959,"0,4"
344,3
493,"0,3"
605,0
493,3
940,0
493,2
1479,0
84,"0,4"
872,"2,3"
21,0
171,2
1198,2
84,0
697,0
241,0
171,"0,3"
171,"2,3"
1198,0
1074,"0,3"
21,1
1888,1
241,"0,4"
2000,"0,4"
1202,1
1198,"1,2"
21,0
1446,"0,4"
1766,"0,2"
506,"0,4"
820,3
1233,3
1233,3
752,3
443,0
260,0
721,0
693,0
1233,"0,4"
1405,4
953,"0,4"
1076,"2,3"
899,"0,3"
63,0
953,"0,4"
1192,0
1405,0
394,"0,3"
825,"2,3"
1175,"0,4"
1315,4
1183,0
1251,"0,4"
1070,"0,2"
978,0
1202,"0,3"
1251,1
1020,0
1183,0
1183,"2,3"
375,0
259,3
1183,3
312,3
312,0
1251,0
1183,0
419,"0,4"
1101,0
84,0
1183,3
122,"0,3"
64,0
64,"0,4"
375,0
1816,2
693,3
286,0
756,0
1888,"2,3"
756,0
740,3
375,0
548,0
1725,4
1213,3
1841,4
286,0
960,0
1574,0
286,0
756,0
171,3
506,"1,3"
740,0
84,0
740,"0,1"
260,3
84,"0,1"
4,3
1574,0
756,0
1574,0
740,"0,3"
740,"0,3"
1574,0
1340,3
1549,"2,3"
1421,2
291,"0,4"
740,0
375,0
740,"0,3"
740,"0,3"
1574,3
756,0
1888,0
1183,0
1789,"2,3"
430,"0,3"
1574,0
1574,"1,3"
740,"1,3"
740,"2,3,4"
1280,"1,4"
1574,"0,2"
599,"0,3"
978,"0,4"
294,3
1574,"0,3"
1574,3
286,0
756,3
286,"0,4"
234,"0,1"
1213,"0,2"
1233,3
286,3
756,3
1574,3
740,3
214,3
1475,"0,1"
1213,"2,3"
1574,3
1574,"0,3"
84,0
1576,"0,4"
230,3
850,3
1576,0
1099,3
2030,3
1099,3
1576,0
850,3
1576,3
1576,"2,3"
1576,3
230,3
591,3
1576,2
1576,3
1173,0
1213,3
1169,3
21,"0,2"
419,"2,3"
419,3
850,3
1340,3
1340,"0,3"
1576,"0,1"
899,0
1079,3
506,"1,3"
1251,"2,3"
1576,"0,2"
1353,3
1348,"0,4"
230,0
850,3
1576,3
762,0
735,"0,2"
1340,0
683,1
591,0
591,"0,3"
758,"0,3"
1732,0
610,4
1094,4
1128,3
1339,0
1615,"2,3"
815,0
536,"0,3"
1339,3
1128,3
2064,3
1572,3
1339,3
230,3
1339,3
1842,3
1339,3
1339,3
1081,3
84,0
1339,3
241,2
1576,3
506,3
1339,3
1339,3
536,3
1339,4
1339,4
599,4
137,4
1339,4
1339,3
84,0
1339,0
1339,3
786,4
1112,4
978,"2,3"
536,"2,3"
1339,0
1213,0
1043,"2,3"
901,4
1339,"2,3"
1339,"2,3"
1339,"2,3"
1355,4
1081,"2,3"
1030,0
1934,3
1765,3
1339,3
63,3
899,0
1888,0
1339,"2,3"
506,"2,3"
633,3
390,"2,3"
1339,4
1364,"2,3"
1092,"2,3"
762,"2,3"
1504,4
536,"2,3"
1233,"2,3"
1340,3
536,"2,3"
797,"2,3"
797,"2,3"
1744,"2,3"
1576,"2,3"
73,"2,3"
1702,"2,3"
597,"2,3"
1744,"2,3"
623,"2,3"
623,"2,3"
467,"2,3"
467,"2,3"
467,"2,3"
623,0
623,"2,3"
1744,"2,3"
623,"2,3"
623,4
419,4
1744,"2,3"
260,"2,3"
623,"2,3"
623,"2,3"
467,"2,3"
467,"2,3"
467,"2,3"
797,"2,3"
797,"2,3"
797,"2,3"
797,"2,3"
797,3
296,3
977,"2,3"
1405,"2,3"
623,"2,3"
1315,"2,3"
1315,"2,3"
1210,"2,3"
1210,"2,3"
1496,"2,3"
289,"2,3"
1210,"2,3"
313,"2,3"
1210,"2,3"
1210,"2,3"
1210,0
313,"2,3"
1210,0
1116,"2,3"
1744,"2,3"
623,"2,3"
1744,"2,3"
1744,"2,3"
1496,"2,3"
1496,"2,3"
1210,"2,3"
1210,"2,3"
766,4
1210,"2,3"
313,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
313,"2,3"
1210,"2,3"
84,"2,3"
978,"2,3"
1210,"2,3"
1210,4
1210,"2,3"
1210,0
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
901,3
1210,"2,3"
1210,"2,3"
1210,"2,3"
1496,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1315,"2,3"
1315,"1,3"
1210,3
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,4
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1691,"2,3"
623,"2,3"
1210,0
1210,"2,3"
1210,0
1210,4
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
289,0
1210,"2,3"
289,"0,3"
1210,"1,3"
1210,0
1210,"2,3,4"
1210,3
1210,4
1210,0
1210,"2,3"
1210,"2,3"
1210,0
313,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,0
1210,"2,3"
1210,"2,3"
313,"2,3"
1210,"2,3"
1496,"0,4"
1210,"2,3"
1210,0
1210,"2,3"
1210,3
1210,"2,3"
1210,"2,3"
787,"2,3"
1210,"2,4"
1210,"2,3"
1210,"2,3"
1210,0
1210,4
1210,0
1210,0
1210,4
108,"2,3"
1213,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
606,"2,3"
1210,"0,1"
1210,"2,3"
1315,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,0
1210,0
1210,3
256,4
1210,4
773,"2,3"
1848,"2,3"
1210,0
1210,0
1210,0
1210,0
1210,0
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
2010,"2,3"
1210,"2,3"
1323,"2,3"
63,"2,3"
536,"2,3"
677,"2,3"
642,"2,3"
1111,0
773,3
1210,"0,2"
1210,0
1183,0
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,0
1210,"2,3"
1210,"2,3"
1210,"2,3"
2010,0
1210,0
606,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
48,"2,3"
1496,"2,3"
1210,"2,3"
21,"2,3"
29,"2,3"
1210,"2,3"
1210,"2,3"
1078,3
1210,"2,3"
1210,"2,3"
773,4
1848,"2,3"
2010,"2,3"
256,"2,3"
1315,3
1210,0
1210,"2,3"
1210,0
1210,"2,3"
1210,"2,3"
1210,"0,1"
2046,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
773,"2,3"
773,0
1237,0
1848,0
1848,"2,3"
1210,"2,3"
1210,"2,3"
773,0
773,"2,3"
2010,"2,3"
773,"2,3"
256,4
1210,"0,3"
1210,2
1210,"0,4"
84,4
1210,"2,3"
84,"2,3"
1210,"2,3"
1210,2
1210,2
1210,3
1210,"0,1"
1363,"2,3"
1691,"2,3"
223,"2,3"
256,"2,3"
256,2
1210,"2,3"
1210,4
1210,"2,3"
773,2
1210,"2,3"
1210,2
1210,"2,3"
188,4
256,0
1210,"0,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1210,"0,3"
1210,2
1661,"0,3"
1210,"0,3"
1210,"2,3"
1210,"0,3"
1210,"0,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
1902,"2,3"
1210,0
1210,2
171,"2,3"
1210,"2,3"
1210,"2,3"
1210,"0,1,4"
1900,4
773,"2,3"
1210,"2,3"
773,0
84,4
1210,4
1123,"2,3"
1210,"2,3"
1210,0
1210,"2,3"
1210,"0,3"
1210,3
1210,"2,3"
1210,3
2010,0
256,3
633,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
561,"2,3"
1210,"2,3"
84,"2,3"
1210,0
349,0
143,3
565,4
1193,"2,3"
349,"2,3"
1210,3
565,"2,3"
1627,"2,3"
664,"2,3"
735,"2,3"
1210,"2,3"
1210,"2,3"
1210,"2,3"
565,1
1210,"2,3"
1210,"2,3"
1210,"2,3"
565,"2,3"
1210,"2,3"
349,3
536,4
143,1
1210,3
1210,0
1210,"2,3"
143,3
143,0
143,"2,3"
1210,"2,3"
143,1
143,3
735,0
1210,1
735,3
1210,"2,3"
448,"2,4"
565,"2,3"
1210,"2,4"
1210,"2,4"
1210,"2,4"
500,"2,4"
349,"2,4"
1210,3
1210,"2,4"
773,"2,4"
313,"2,4"
1848,0
1210,3
1210,0
683,1
1210,"2,3"
539,"2,3"
599,0
1210,3
1395,"2,3"
1100,0
1841,0
1210,"0,1,4"
1210,"2,3"
1210,0
1210,3
1210,0
84,"0,4"
1210,0
289,3
1891,"2,3"
1395,3
1099,0
1210,3
1210,0
1395,"2,4"
2001,0
773,3
2001,3
1210,3
1210,"2,3"
2001,3
1210,0
1210,"0,4"
1210,"0,4"
1210,"2,4"
1210,"2,4"
1210,3
1210,"2,3"
1292,"2,3"
1210,"2,3"
2001,0
735,3
901,0
2001,0
1210,"0,3"
1210,"0,3"
1210,"0,3"
1210,"0,4"
1395,3
32,"1,3"
919,"0,3"
1743,"2,3"
139,"2,3"
1210,"2,3"
1743,"2,3"
915,"2,3"
139,3
1210,"2,3"
735,"2,3"
919,0
1743,"2,3"
1161,"0,3"
919,"0,3"
1561,"2,3"
1210,"2,3"
44,"0,3"
901,0
44,1
44,"0,3"
44,"2,3"
785,"0,3"
785,"0,3"
1743,2
44,"2,3"
44,0
785,4
139,"2,3"
1213,3
139,0
2085,2
1210,2
1210,2
419,4
1213,2
732,"2,3"
139,1
139,1
500,4
1210,0
139,"0,4"
913,1
139,2
48,4
1290,"2,3"
1743,"2,3"
1210,1
1743,1
139,"0,3"
1339,"0,4"
139,1
44,1
633,"0,3"
1743,"2,3"
1827,"0,1"
1743,3
84,3
1310,"2,3"
139,"1,3"
1128,"0,1"
1128,"0,3"
44,3
44,"0,3"
1743,"0,4"
1210,"0,4"
1210,"0,1"
1210,"0,3"
139,"0,3"
837,"3,4"
139,"0,3"
773,"0,3"
674,"0,4"
674,1
674,"2,3"
506,"2,3"
1743,2
1960,"2,3"
445,4
1210,"0,3"
1210,"0,4"
735,"2,4"
1210,"2,3,4"
606,2
1475,0
1210,"2,3"
1621,3
84,3
84,0
1065,3
84,4
833,0
834,4
1210,2
1210,2
2050,"2,3"
137,"0,1"
1292,"0,1"
2050,3
1210,4
1355,"0,3"
2050,3
1524,3
1210,"0,2"
1772,3
171,"2,3"
1210,"0,3"
1695,0
1363,0
724,"0,3"
724,3
1524,"2,3"
1315,"2,3"
1524,"1,3"
84,"0,3"
1824,0
1824,"0,3"
1099,3
209,"2,3"
48,0
1760,"2,3"
619,"0,3"
53,2
1210,"0,2"
1210,2
1824,"0,3"
1824,2
263,3
1071,"2,3"
1824,"2,4"
1824,0
86,"0,2"
84,"0,3"
2021,0
978,4
1908,3
1210,"0,4"
1037,0
2021,3
1793,3
1071,3
1071,0
1235,3
1793,"2,3"
1793,3
1793,3
84,0
1210,"0,3"
724,"2,3"
1210,"0,4"
2050,3
758,"0,4"
565,4
256,"1,3"
84,0
1908,0
1339,0
1776,1
1621,"0,4"
643,4
1116,3
61,"0,3"
884,4
546,3
84,"0,4"
2021,3
1920,"3,4"
313,"0,3"
502,0
427,3
1908,"3,4"
1888,"1,3"
427,0
1210,4
502,4
937,4
937,2
216,"1,3"
732,4
613,3
502,4
502,2
216,1
1031,2
937,0
1210,"2,3"
729,4
470,"0,4"
1092,3
95,3
502,3
95,3
1693,0
22,3
820,3
234,"1,3"
1817,3
1483,1
1306,3
313,3
1213,1
174,3
1217,3
1396,4
292,"0,4"
1396,3
292,1
1396,3
1396,"1,2"
1396,1
1647,3
1213,1
1210,1
292,1
1396,"0,2"
292,1
292,3
216,1
1396,3
292,0
1396,3
292,3
1217,3
1217,1
1355,"2,3,4"
1210,"0,1"
174,0
292,3
292,"0,4"
1396,3
292,1
292,"0,3"
1361,3
1396,0
174,1
643,3
140,3
1217,1
1217,3
1217,"2,3"
1059,3
48,3
2058,4
729,"2,4"
978,3
174,4
292,4
2033,3
2014,"2,3"
1631,"2,3"
729,3
960,0
1396,0
926,1
140,1
476,0
2058,"2,3"
2062,"0,3"
35,4
1036,1
317,"0,3"
292,3
140,3
643,"1,3"
292,"1,3"
292,3
1396,"1,3"
2062,"0,3"
1608,3
1339,"0,3"
1524,3
196,4
470,0
476,"0,3"
2058,"0,1"
48,"0,3"
1932,3
217,3
818,"2,3"
217,3
1875,2
1213,3
620,3
140,"2,3"
818,"2,3"
1676,0
818,1
217,0
1676,3
1339,0
1820,0
506,3
818,0
1676,3
720,1
1676,"0,3"
1928,0
1676,0
1676,0
1676,3
1676,"0,1,4"
2030,"2,3"
1676,3
818,"2,3"
1875,"2,3"
818,3
576,"1,3"
1929,3
1676,"1,3"
677,"1,3"
1173,"1,3"
762,"0,3,4"
818,3
175,"1,3"
818,3
1676,"1,3"
576,3
1875,3
1676,3
1929,3
1929,3
1676,"0,3"
1213,"0,3"
84,"0,3"
576,3
978,"1,3"
643,"1,3"
1988,3
488,3
2065,3
221,3
818,"0,3"
217,"0,1"
61,"0,3"
61,3
818,0
84,"0,1"
732,1
818,1
1875,3
947,3
1676,3
1676,"0,2,3"
1100,3
429,"0,2,3"
1099,"1,3"
1059,"0,3"
270,0
818,3
646,"2,3"
1136,"0,2"
1997,4
1561,"0,2,3"
1136,"2,3"
729,1
818,0
1483,"0,1"
1695,3
1315,"2,3"
762,"0,2,3"
1192,1
262,"0,1"
2055,"0,1"
2050,1
1654,"0,3,4"
768,"0,3,4"
84,0
818,"0,1,4"
1079,"0,2"
217,"0,3,4"
576,"0,1"
1210,"0,1"
84,3
137,0
94,"0,1"
1767,"0,1"
788,"0,1"
292,0
1676,0
1875,0
818,"2,3"
1875,0
1624,"0,1"
1531,"2,3"
22,0
1676,"0,3,4"
75,"3,4"
891,0
762,3
13,"0,1"
21,0
1361,"0,3"
1841,0
792,"0,3"
84,3
2003,0
84,"0,2,3"
735,0
1220,3
1927,"0,2,3"
1220,3
1927,"0,2,3"
613,"0,3,4"
1927,2
1414,"0,2,3"
1396,"0,2,3"
1927,3
428,1
1927,"0,2,3"
1714,0
1011,"2,3"
1220,0
1220,0
1220,3
1699,"0,2"
1220,3
1638,3
754,3
754,3
2030,"0,3"
1927,2
1927,"2,4"
1220,3
1220,"0,2,3"
2030,"2,3"
1220,"0,4"
754,3
1123,"0,2"
754,"0,1,4"
1220,3
419,"0,1"
545,"1,3"
410,"0,1"
410,3
1096,1
2034,"0,2"
1247,"0,2"
658,"0,2"
1842,"0,2,3"
444,"0,1"
1842,"0,2"
658,"2,3"
1501,"0,1"
215,1
950,3
1695,"1,3"
84,"0,2"
1461,"0,1"
1099,3
658,"0,2"
899,3
410,"2,3"
1466,3
564,"0,3"
1937,"0,2,3"
84,"2,4"
658,"0,2,3"
410,3
444,"0,2,3"
410,3
1671,3
1671,3
1967,3
1967,3
419,3
500,3
229,3
1967,3
578,3
1671,3
1937,3
419,3
1671,3
1671,3
1671,3
432,3
419,3
444,3
895,3
1543,3
732,3
1116,3
1671,3
84,3
1543,3
1967,3
1055,4
1543,3
1303,3
1671,3
1116,3
1543,3
754,0
1213,3
2011,3
1679,3
947,3
