Max d-sw TS,Min d-sw TS,Mean d-sw TS,Thompson Sampling,Sliding Window TS,Discounted TS,random
0.009333654012085241,0.010251121356525473,0.00984565296852049,0.007806897039020897,0.009602154526394171,0.010604955030240278,0.0051031403417946325
0.00932224002261057,0.010843833524245896,0.009885330170027679,0.009715750897832566,0.009561390278270345,0.010594899849036402,0.005110477906456921
0.009395615669233455,0.010839213576125195,0.009901092345968891,0.007822115691653793,0.009518995460221568,0.010584572906178365,0.005041993969608894
0.00934099157674753,0.01074681461371119,0.009858697527920113,0.0078071688006750555,0.009591012298573658,0.010612836118210884,0.005107216766607015
0.00933881748351426,0.010708496220474794,0.009921474470030804,0.00942252007299518,0.00963041773842669,0.010577507103170236,0.005054766767354359
0.009334469297047718,0.01078214362875184,0.009883156076794408,0.007812332272104074,0.009634494163239072,0.010565549590387247,0.00502432946208857
0.009321152975993934,0.010793014094918193,0.009914952190330992,0.00781287579541239,0.009616014370756272,0.010563103735499818,0.0050650937102123955
0.009297781473736274,0.010252208403142109,0.009852990533182778,0.007835975536015893,0.00959780633992763,0.010602509175352848,0.005137110548564487
0.009358656084267853,0.010628054770843779,0.009924463848226551,0.00781341931872071,0.009575250122632446,0.010586203476103319,0.005104227388411268
0.009383386394796307,0.010797905804693052,0.009872829133936372,0.009628515406847579,0.00963965763466809,0.010530492337000756,0.005068083088408143
