tmp,"(0.9, 100)","(0.9, 200)","(0.9, 400)","(0.9, 800)","(0.95, 100)","(0.95, 200)","(0.95, 400)","(0.95, 800)","(0.99, 100)","(0.99, 200)","(0.99, 400)","(0.99, 800)","(0.999, 800)","(0.9999, 800)","(0.99999, 800)"
0,0.1769325385561548,0.17589175891758918,0.1792033304948434,0.17106632604787586,0.1804333427949664,0.17494559560980225,0.17522944460213832,0.17750023654082694,0.17901409783328606,0.1857318573185732,0.18090642444885988,0.1816633550950894,0.19008420853439306,0.1920711514807456,0.19339578011164726
0,0.17759485287160565,0.17778408553316302,0.17645945690226136,0.17589175891758918,0.18109565711041725,0.17627022424070393,0.17731100387926954,0.1719178730248841,0.1859210899801305,0.18611032264168795,0.1822310530797616,0.1781625508562778,0.18790803292648312,0.18629955530324532,0.18611032264168795
0,0.1755132935944744,0.17731100387926954,0.1718232566941054,0.17267480367111362,0.17750023654082694,0.17589175891758918,0.1718232566941054,0.17617560790992526,0.1831772163875485,0.18194720408742548,0.17466174661746614,0.18336644904910587,0.18857034724193394,0.18828649824959787,0.19349039644242597
0,0.17740562021004824,0.17617560790992526,0.17390481597123664,0.18478569401078626,0.17627022424070393,0.17494559560980225,0.1757025262560318,0.17172864036332672,0.18251490207209764,0.18024411013340905,0.18109565711041725,0.1828933673952124,0.1853533919954584,0.1852587756646797,0.1918819188191882
0,0.1817579714258681,0.16993093007853155,0.17579714258681048,0.1767433058945974,0.17844639984861388,0.1828933673952124,0.18251490207209764,0.1757025262560318,0.1867726369571388,0.1846910776800076,0.18251490207209764,0.1821364367489829,0.1904626738575078,0.1920711514807456,0.19093575551140127
0,0.1658624278550478,0.1755132935944744,0.17513482827135965,0.16926861576308072,0.174094048632794,0.1828933673952124,0.16633550950894124,0.1794871794871795,0.18544800832623712,0.17882486517172866,0.18109565711041725,0.18857034724193394,0.19263884946541773,0.1846910776800076,0.18629955530324535
0,0.17210710568644147,0.17418866496357271,0.18194720408742548,0.1756079099252531,0.18251490207209764,0.18109565711041725,0.1791087141640647,0.18033872646418767,0.1779733181947204,0.18440722868767148,0.18743495127258966,0.17787870186394172,0.1818525877566468,0.19254423313463906,0.18365029804144195
0,0.1780679345254991,0.17428328129435142,0.18109565711041725,0.17324250165578578,0.1807171917873025,0.18260951840287634,0.16907938310152332,0.17324250165578578,0.18629955530324527,0.18450184501845016,0.1871511022802536,0.17541867726369573,0.19121960450373726,0.19235500047308168,0.19017882486517174
0,0.17371558330967926,0.16595704418582646,0.18005487747185164,0.1769325385561548,0.17645945690226136,0.17854101617939255,0.1795817958179582,0.17967641214873686,0.17759485287160565,0.1829879837259911,0.18109565711041725,0.19254423313463906,0.1906519065190652,0.18251490207209764,0.19197653514996688
0,0.1729586526634497,0.17873024884094996,0.17712177121771214,0.17854101617939255,0.17731100387926954,0.17977102847951554,0.174094048632794,0.17466174661746614,0.18875957990349126,0.1792033304948434,0.18137950610275333,0.1830826000567698,0.19008420853439306,0.18752956760336836,0.18998959220361433
