Max d-sw TS,Min d-sw TS,Mean d-sw TS,Thompson Sampling,Sliding Window TS,Discounted TS,random
0.013776067353712621,0.013864774835491324,0.013897877417790295,0.01415637511102383,0.013929120304454493,0.01374724207137363,0.00658202076015431
0.013762491575578774,0.01383483373577147,0.013897691448226817,0.014143915150270846,0.0139002950221155,0.013791874766608198,0.006608986346858528
0.013735897928001511,0.013895273843901611,0.013905688139456343,0.014155445263206442,0.013882441944021674,0.013755796671293589,0.006569188860274372
0.013785551801449967,0.013891554452632064,0.013887649091799039,0.014155445263206442,0.013846177879143587,0.013751705340897088,0.006523998256349373
0.013761189788634432,0.013889322817870337,0.013902898596004184,0.010772100994862777,0.013976728512704697,0.013763793362523116,0.00660880037729505
0.013748543858317972,0.013951622621635252,0.013889508787433813,0.014156933019714261,0.013810843662082888,0.013682338693720032,0.006622004216301943
0.013805264575178567,0.013928190456637105,0.013823303622835872,0.014149308267611689,0.013937116995684019,0.01376137575819791,0.006616611098961099
0.01370781652391643,0.01385231487473834,0.01388560342660079,0.014147076632849961,0.013975426725760355,0.013770302297244824,0.006611775890310688
0.01378964313184647,0.013872585557157374,0.013877792704934739,0.014152655719754282,0.013857336052952229,0.013714511428201615,0.006544268938768406
0.013798197731766429,0.013840970731366222,0.013878722552752127,0.014155817202333398,0.013969475699729079,0.013753936975658815,0.0065407355170623354
