Max d-sw TS,Min d-sw TS,Mean d-sw TS,Thompson Sampling,Sliding Window TS,Discounted TS,random
0.010804971607701181,0.0100812703226762,0.010573430678357853,0.007811788748795756,0.01064164285355172,0.0077927654330046375,0.005104499150065426
0.010843290000937578,0.010592453994148971,0.010193779647497958,0.007828366209699445,0.010596530418961353,0.007828094448045286,0.005057484383895948
0.010818559690409124,0.010703060987391618,0.010083987939217788,0.008222692369883917,0.010641371091897563,0.00782727916308281,0.0050729747981830015
0.010274221097128973,0.010838941814471037,0.010873183782895049,0.007810429940524962,0.010662568500921952,0.007809614655562486,0.005089280497432532
0.009771462036935127,0.010711757360324701,0.010858508653570473,0.007782166728492443,0.010661209692651157,0.007833529681128463,0.005133849408714581
0.010826712540033888,0.010778882488901933,0.010869650881390984,0.007799559474358608,0.01062995710242289,0.007910166467601254,0.005061289047054171
0.010098934830196525,0.01082426668514646,0.010902805803198364,0.007809071132254168,0.010586203476103319,0.008948839509796329,0.005104770911719585
0.010350586121947607,0.010861769793420378,0.009961423433192153,0.007829181494661922,0.01062071720618149,0.007809342893908327,0.0050664525184831895
0.010865846218232762,0.010763935597923198,0.010437549851278434,0.007821028645037156,0.010602509175352848,0.007811516987141598,0.0051430893049559815
0.010034799079815039,0.010853616943795613,0.010283189231716216,0.008649086405259132,0.010610933786631773,0.0077895042931547314,0.005097433347057297
