Max d-sw TS,Min d-sw TS,Mean d-sw TS,Thompson Sampling,Sliding Window TS,Discounted TS,random
0.00932903406396454,0.010643001661822514,0.00985706695799516,0.007784612583379873,0.00889475894061872,0.009174673444402322,0.005101509771869679
0.0093616454624636,0.010703060987391618,0.009822281466262829,0.007815049888645662,0.008881170857910778,0.009253484324108384,0.0051050426733737445
0.00931979416772314,0.010629141817460415,0.009841848305362265,0.010706593888895683,0.008851548837607465,0.009211361267713764,0.005041993969608894
0.009410290798558032,0.01070496331897073,0.009814128616638064,0.008119422941303559,0.008909434069943297,0.009220601163955166,0.0050664525184831895
0.009363004270734394,0.01064898041821401,0.00984320711363306,0.007809886417216644,0.00882437267219158,0.009282019297795062,0.00511074966811108
0.009358927845922013,0.010189159699377259,0.009830706077541752,0.007808255847291692,0.008978189768445482,0.009247505567716889,0.005074605368107955
0.00930593432336104,0.010659850884380363,0.009802171103855076,0.00783189911120351,0.008893128370693767,0.00924288561959619,0.0050952592538240265
0.00934044805343921,0.010650067464830645,0.009839130688820677,0.007844671908948976,0.008831981998508029,0.009209458936134653,0.0050153613275013284
0.009351046757951407,0.010710398552053907,0.009830977839195912,0.007812332272104074,0.008823557387229104,0.009151301942144661,0.005130860030518834
0.009378494685021449,0.010640555806935086,0.009837771880549883,0.007802277090900197,0.00888796489926475,0.009241798572979553,0.005088193450815896
