Max d-sw TS,Min d-sw TS,Mean d-sw TS,Thompson Sampling,Sliding Window TS,Discounted TS,random
0.010380479903905079,0.010710398552053907,0.010647893371597376,0.007800102997666926,0.010383469282100826,0.007803364137516831,0.005040906922992258
0.010838398291162718,0.010642186376860041,0.010822364353567348,0.007770752739017772,0.010464726016694318,0.008200951437551209,0.005118358994427527
0.010040234312898216,0.01058620347610332,0.010601422128736214,0.007876739784139717,0.010428853478345351,0.007840867245790752,0.0050506903425419775
0.010815842073867534,0.010584301144524206,0.010616912543023266,0.00781369108037487,0.010371511769317837,0.008901009458664373,0.005124337750819022
0.010789209431759969,0.010677787153554849,0.010815842073867534,0.007823746261578744,0.010411460732479186,0.007998760766857035,0.0050335693583299715
0.01083540891296697,0.010722627826491056,0.010785948291910064,0.007823474499924588,0.010381566950521715,0.007838421390903322,0.005094987492169867
0.010917209170868782,0.010712029121978859,0.010748173421981986,0.00781722398187893,0.010403851406162741,0.007811516987141599,0.005070528943295572
0.010766924976118943,0.010635664097160227,0.010839213576125195,0.007815865173608138,0.010421787675337222,0.00785092242699463,0.005022970653817776
0.01082616901672557,0.010708767982128956,0.010745727567094555,0.007834616727745098,0.010472063581356607,0.0078052664690959435,0.005085747595928467
0.010864215648307808,0.010700071609195871,0.010860410985149584,0.007807984085637531,0.010393524463304705,0.00782238745330795,0.00504960329592534
