tmp,"(0.9, 100)","(0.9, 200)","(0.9, 400)","(0.9, 800)","(0.95, 100)","(0.95, 200)","(0.95, 400)","(0.95, 800)","(0.99, 100)","(0.99, 200)","(0.99, 400)","(0.99, 800)","(0.999, 800)","(0.9999, 800)","(0.99999, 800)"
0,0.3664907466047428,0.3653085637886144,0.3720498205615369,0.3683484624586588,0.3716276124129196,0.3707691225107311,0.3688410386320456,0.3715431707831961,0.37465343747801,0.37455492224333264,0.3754978537752445,0.3737808739708676,0.3783266483709801,0.3772429807895292,0.3796917880515094
0,0.3683343888537049,0.3671944268524383,0.3681514319893041,0.3660122440363099,0.3716276124129196,0.36986841179368096,0.3707409753008233,0.3714868763633805,0.3752163816761663,0.3747238055027796,0.37475195271268735,0.3762156076278939,0.3788614453592288,0.3798747449159102,0.3804517627190205
0,0.3674899725564703,0.3688410386320456,0.3678840334951798,0.3663359369502498,0.3694039828302021,0.3708394905355007,0.37233129266061504,0.3698824853986349,0.3740482724649919,0.3736823587361903,0.3759341355288157,0.3751319400464429,0.3801421434100345,0.3796214200267399,0.3792414326929843
0,0.3645204419111955,0.3678840334951798,0.36640630497501936,0.36795440151994935,0.3710365210048554,0.3723594398705228,0.37098022658503976,0.3732882977974809,0.37399197804517625,0.3731757089578496,0.3746393638730561,0.3746112166631483,0.3794243895573851,0.378368869185842,0.3781296179016255
0,0.3663500105552037,0.3681795791992119,0.3688128914221378,0.3687988178171839,0.3720498205615369,0.3699106326085427,0.3711209626345788,0.3718387164872282,0.3750756456266273,0.3729786784884948,0.3752445288860742,0.3755963690099219,0.37929772711279996,0.38012806980508057,0.37929772711279996
0,0.3665470410245584,0.3703750615720217,0.3689817746815847,0.3671381324326226,0.37171205404264296,0.3704454295967912,0.3720075997466751,0.37233129266061504,0.375737105059461,0.3754134121455211,0.3757652522693688,0.37351347547674335,0.3788332981493209,0.3800999225951728,0.38007177538526493
0,0.3644641474913799,0.3663640841601576,0.3681795791992119,0.3659559496164943,0.3720075997466751,0.3708957849553163,0.3728660896488635,0.3710083737949476,0.3732882977974809,0.3748223207374569,0.376356343677433,0.3750334248117656,0.378678488494828,0.3793821687425234,0.3792132854830765
0,0.3658996551966786,0.3689114066568152,0.3682499472239814,0.3665751882344663,0.3697980437689114,0.3744282597987473,0.3719935261417212,0.3711913306593484,0.3702202519175287,0.37430159735416224,0.3754415593554289,0.3761593132080783,0.3785518260502428,0.379593272816832,0.3654211526282457
0,0.3642530434170713,0.3680529167546267,0.3682077264091197,0.36564633030750826,0.3705017240166069,0.3719231581169517,0.3722468510308916,0.3709239321652241,0.3737386531560059,0.3728660896488635,0.3746956582928717,0.3733727394272043,0.3784392372106115,0.37932587432270776,0.37786221940750125
0,0.3676588558159172,0.3699387798184505,0.3680951375694884,0.366927028358314,0.3712757722890718,0.3691506579410316,0.37251424952501583,0.37116318344944055,0.3721061149813525,0.372795721624094,0.37376680036591375,0.3745971430581944,0.3776651889381465,0.37774963056787,0.37897403419886005
