tmp,"(0.9, 100)","(0.9, 200)","(0.9, 400)","(0.9, 800)","(0.95, 100)","(0.95, 200)","(0.95, 400)","(0.95, 800)","(0.99, 100)","(0.99, 200)","(0.99, 400)","(0.99, 800)","(0.999, 800)","(0.9999, 800)","(0.99999, 800)"
0,0.2328237617130537,0.2330679653649449,0.2314841302512507,0.2277652574953078,0.2655051875832909,0.2664401387076743,0.2679751330909903,0.2660842991006329,0.3590491407520077,0.3589444820440543,0.3584979382234533,0.3585398017066347,0.42268163518765306,0.4196256009154149,0.38286946268219335
0,0.23298423839858226,0.23142831227367555,0.2311631768801937,0.22997704485672224,0.2678076791582649,0.2667401603371406,0.2673611353376639,0.2660145266286639,0.35907704974079524,0.3591049587295828,0.3587979598529196,0.35809325788603363,0.4224095225469744,0.4140856666410834,0.3801622907697997
0,0.2313724942961004,0.2327818982298724,0.2326493305331315,0.2310096774418621,0.2674309078096328,0.2670262274722131,0.2660424356174515,0.2660354583702546,0.356983875581728,0.3599422283932097,0.35891657305526675,0.3584630519874689,0.4226118627156841,0.4149020045631197,0.38160658093955613
0,0.2297188867104373,0.229544455530515,0.2314980847456445,0.2299072723847533,0.2673122946072856,0.26627966202214576,0.2667959783147157,0.265114461740265,0.35765369131262953,0.3573327379415725,0.35933520788708023,0.3599212966516191,0.422751407659622,0.4134577143933633,0.37559917110303304
0,0.23465877772583604,0.2319376513190486,0.2323213999148776,0.2286164816533285,0.26676806932592817,0.2645213957285293,0.26407485190792823,0.26114440808523404,0.357814167998158,0.3588049371001165,0.35858166518981605,0.3586165514258005,0.4218164565352386,0.4141624163602493,0.36934755761461874
0,0.22798155215841145,0.2289583667659761,0.2331726240728983,0.229544455530515,0.26571450499919763,0.2675774300007675,0.2646400089308764,0.26844260865318204,0.35887470957208545,0.3579606901892927,0.3575141463686917,0.35914682221276417,0.4220676374343267,0.4144066200121404,0.37951340678048884
0,0.2316166979479916,0.2309119959811056,0.2326214215443439,0.2306259288460331,0.2697264221374099,0.2688124027546172,0.26869378955227,0.26614011707820795,0.35907704974079524,0.3575629870990699,0.35893750479685743,0.3585886424370129,0.422751407659622,0.4161230228225756,0.38423700313278397
0,0.2333051917696392,0.2305561563740641,0.2278768934504581,0.22905604822673264,0.26769604320311463,0.26692854601145666,0.2654842558417002,0.26723554488811985,0.3589723910328419,0.35883982333610104,0.35890261856087297,0.3571931929976347,0.4227444304124251,0.4166602708567362,0.3752503087431885
0,0.2306259288460331,0.2304724294077015,0.2287630038444632,0.2300886808118725,0.2677099976975084,0.2681425870237157,0.2656726415160163,0.2654493696057157,0.3577583500205829,0.3585328244594378,0.3585258472122409,0.35792580395330825,0.42217229614228,0.4201209854663941,0.38427886661596533
0,0.22965609148566524,0.2301514760366445,0.22879789008044765,0.2307724510371678,0.2668308645507001,0.2670401819666069,0.26644711595487114,0.2648632808411769,0.35914682221276417,0.35763275957103885,0.3579746446836865,0.3573327379415725,0.4216838888384977,0.41791617535217657,0.3691312629515151
