Unnamed: 0,Thompson Sampling,Discounted TS,Sliding Window TS,Max d-sw TS,Min d-sw TS,Mean d-sw TS
0.001,0.9620040447028371,0.9140946012457604,0.8945845221398215,0.9259777291273399,0.9712924672210231,0.9670493502415562
0.002,0.9473472681234297,0.9078841271665176,0.8908266047916408,0.920143476626462,0.960987867528592,0.9598233101100734
0.003,0.9356707270309189,0.9049311344004969,0.8899487956762536,0.9172534802674569,0.9542251820395451,0.955507035556359
0.004,0.9248471654788977,0.9031861010568741,0.8896275529129828,0.9153570602237793,0.9487710362925763,0.9525915252227979
0.005,0.9211865424821505,0.9023482661614994,0.888922245276326,0.9145988642964913,0.9474260552317865,0.9517015477357819
0.01,0.9096031880785174,0.8992174200449213,0.88828889394232,0.9111308653727482,0.9411576343933091,0.9466700867215442
0.015,0.9035729880175959,0.9005058664470287,0.8908491108812391,0.9122384592985462,0.9395249446008183,0.9467658201779714
0.02,0.9094193471475763,0.9000199977243415,0.8900601420195245,0.9117598553972805,0.9428823536537223,0.9479444812435732
