"(0.9, 25)","(0.9, 50)","(0.9, 75)","(0.9, 100)","(0.95, 25)","(0.95, 50)","(0.95, 75)","(0.95, 100)","(0.99, 25)","(0.99, 50)","(0.99, 75)","(0.99, 100)"
0.8949381327644453,0.8905786220441855,0.9534113858583808,0.985709665603024,0.9337624657878004,0.9205662695382912,0.9425338776696616,0.9941554484308766,0.9779822151625404,0.98976943079445,0.9570829179299836,0.9238189174482349
0.9389834909618894,0.8903983280446951,0.868615116679104,0.9402984518407708,0.9026870555611706,0.9690663605912454,0.9329632493822226,0.8680534524694724,0.9430636337717704,0.9172160603047746,0.9935879050563888,0.9603977526989168
0.9895774166833324,0.8794639027833671,0.9407624299868912,0.9461145265985038,0.8367013723083645,0.9065019938239318,0.9075039256271948,0.9241699374934476,0.9375740127127028,0.9308019621009744,0.8953011611586298,0.9949990079118983
0.8669621461985096,0.9843451324698628,0.9562175497517204,0.9037424057054908,0.9621222988286604,0.9898493898254436,0.9652890255093234,0.997961489115769,0.923571323283077,0.9786522122003632,0.8886883149542314,0.9574591225274671
0.9556322763116168,0.8845409926300862,0.8298943524718175,0.9141762045022359,0.9040830762813252,0.9066396914877158,0.9226026781034264,0.9589366439008596,0.9364898691031824,0.954267577340018,0.9535424732004318,0.9743604226998389
0.8933588208478365,0.9886506744217554,0.991717902087107,0.8768997891958549,0.9295933236602084,0.9648891796461242,0.950541136038818,0.8812216246334745,0.9831339541226692,0.948712351193398,0.9133977608738838,0.9739178658000508
0.9864094996887648,0.9088294872074564,0.9312780185461892,0.7402743983459964,0.9515401306794484,0.9969037773610392,0.9786264410447402,0.9406914491489892,0.9684625083339512,0.9051512278164842,0.9882529692245572,0.8410799326145415
0.8051788223067745,0.9926683064433304,0.7652739272504159,0.9210114116197352,0.9001972488631715,0.9160969955623632,0.9659365890487664,0.9889786172589444,0.9032811154756176,0.9780215174302412,0.948110535480928,0.9519122508530894
0.8782810889060264,0.9682135148256418,0.973232663087748,0.9441238158377432,0.9161541970121488,0.911924863129856,0.9320328774572486,0.9507825740751988,0.9798625622721816,0.9900723681858716,0.9499218787275008,0.9879640285129625
0.954719026189788,0.97133975489352,0.9466685394784504,0.9169367057668364,0.9468453859452894,0.9420938727361504,0.9575966557544342,0.9148010063534022,0.9408394837109384,0.953570350822348,0.9969822825566421,0.8994586461161392
0.951111481486424,0.9312784333665995,0.9285090164473444,0.8383107538837934,0.8902239577721712,0.9134688553646704,0.9653001982757876,0.9501065194103994,0.9835022367854848,0.9480758984794064,0.9556585915920954,0.9799549702445873
0.981109888619042,0.8538477418674778,0.8858044109011769,0.9366904687454122,0.9567253112351836,0.9295543784743548,0.9824804447264004,0.9283132331325192,0.9809474438311933,0.9226763012602456,0.9884628207329424,0.9465109795154264
0.9557536779191508,0.8786887085403011,0.93972965093956,0.9246697286076496,0.9497035002425386,0.9365787214245774,0.9108322308216196,0.960217156973434,0.940228665936896,0.9147931188564028,0.9922377428221292,0.9439947770216622
0.990349770496024,0.9423937894422908,0.9697539197990662,0.8278641741481578,0.9533270029110708,0.9441619590984804,0.8981638729590842,0.9714306496026388,0.9885544877297964,0.9867188233967156,0.9206598792700388,0.9418681057046165
0.881833771503963,0.8978541949836133,0.9447109078039048,0.8106223389201808,0.9837984152798503,0.9188588697788612,0.98517742233121,0.9604687234445352,0.9987454770783734,0.97908042952329,0.9157661740226825,0.9650184785078109
0.9682652576749168,0.8543327434098602,0.9574390126022916,0.9653457253152886,0.9850307161116719,0.9510500145587684,0.9991212451963668,0.9446222243441992,0.9858868719033718,0.993587866883591,0.9864092349466428,0.917359011418567
0.9082641954704026,0.8961016918023264,0.97425362750783,0.9667322998922836,0.9246505592140468,0.9584093718213016,0.9311789871127792,0.9586594747621788,0.9990457747170456,0.9129190772169776,0.9546789271715092,0.9428382356158379
0.9151251844613728,0.9649235245393706,0.9323582029267032,0.9519759692972491,0.8840869177061907,0.95776901630237,0.9328510349611449,0.963464511322071,0.9318103401022402,0.9846305846967373,0.9598206097700018,0.9273949955076359
0.8898023980108833,0.922758324021048,0.9104574533977448,0.9767736708879604,0.8691435439527594,0.9127161853860396,0.9861734316735372,0.9376070540215896,0.9972983782088144,0.9603382969422536,0.9340810293428262,0.9934565355303925
0.9353885783536072,0.9887843138787166,0.9434291888382736,0.9012755686119158,0.9947914709292132,0.9345269757829968,0.995589316587958,0.9763672166788064,0.9559611108478632,0.9262711848575028,0.8702562650077534,0.9451518995497146
0.9980661536351668,0.9345796142598599,0.7925570885008134,0.9239488047741176,0.947248807075308,0.9860656507796336,0.9822688281413796,0.9311660453605092,0.9482606633526032,0.9552860226276958,0.9270708273794588,0.9878033286073825
0.9960761959460795,0.9355072570525592,0.916289976239907,0.9308014772549722,0.9539648438118834,0.9276243449706221,0.9196966056311946,0.9077268265604986,0.987930288011146,0.954072709252174,0.9819067117924524,0.9966011894223881
0.9450896897015952,0.9445758043414358,0.9827856977425504,0.9191002363055476,0.9522235735108292,0.9292623293131264,0.9568211303139542,0.9402236403704828,0.957642554473498,0.9551284574533436,0.9526343979052176,0.9013429829064504
0.8735076811190402,0.8623178413419845,0.9690742343769304,0.9091093354900204,0.9783437574632065,0.9147461755671176,0.9758153470976456,0.9147389360458356,0.9417751871704079,0.9813043126701968,0.9475074833442942,0.9197694367407264
0.9355847118748812,0.9486297925028166,0.8652064019031734,0.8266767274786939,0.9386663427895604,0.8674994336936637,0.8587644227534036,0.9643158750327178,0.9217914273598607,0.9849014056342787,0.9933989890793776,0.951669945494212
0.9228293219531358,0.9446743794683394,0.9727189485626722,0.9221444423200312,0.9674255045650908,0.9278269419604788,0.9157384810061022,0.9578588034523641,0.9571027171244018,0.9078983073597808,0.9639506011430384,0.9845131794634974
0.9702275984194988,0.976393863146197,0.9734798475961286,0.9334896214810944,0.9465748337067156,0.9780434568532516,0.9406770387072714,0.9061810003792758,0.9771282472953146,0.9516492253624359,0.8946288213280281,0.9223917360677715
0.9248544004118296,0.912600791747188,0.9382766109059164,0.8573006000919875,0.9562723177258372,0.9602621742501892,0.9693575061522236,0.9636633315071602,0.938722903730702,0.9631917975341828,0.9961151515262696,0.9776242560115178
0.958537545899946,0.9807345721876408,0.9549961847068852,0.9401990396805658,0.919780478982684,0.948003415714298,0.9689529020681792,0.8918229462822409,0.9922767325903156,0.9656580806552422,0.927553195886823,0.9344724353413499
0.961544478607022,0.8572216846457935,0.8791504857643055,0.9049580353312848,0.9370448151164432,0.9336845678364912,0.9213102608894554,0.9581343198397584,0.8959349882008998,0.9106825218770436,0.9510162882145204,0.9150860360681655
0.932593811242394,0.8439468594815209,0.9679599793530046,0.8862959403387175,0.9617754921781336,0.9503499538521416,0.9376672011694108,0.9524037160996032,0.9499337057527772,0.9891674749448764,0.924383228224092,0.9786205375556191
0.8743359311577384,0.9240103766056584,0.9421949392011592,0.9210752187705866,0.904732068590212,0.9698737035356868,0.9871108050571592,0.9031742182658988,0.9737274469329256,0.9921811701532997,0.9642614700593788,0.9988020156174652
0.8607425950500996,0.9485307980190518,0.9236862974856088,0.935662668577976,0.9171884814537958,0.8345681898530963,0.995219534709022,0.9811035500455608,0.9977196632791516,0.9719456842687492,0.9798053959013306,0.9878354267442466
0.9891036569606102,0.9758779434557452,0.8841922181083528,0.9700461894932452,0.984043128098158,0.9329636182763992,0.9707772440961568,0.9342682824328092,0.9950448283544916,0.9667712068970454,0.9962699050463724,0.8805360047939332
0.9830571911502424,0.9487822781680524,0.8276006826773936,0.91421900946579,0.9684905031212948,0.9743245974290488,0.9577117159412348,0.968285502824384,0.9284414868757184,0.9548577750998652,0.9569437162034944,0.9618077123579791
0.9192558915669252,0.9316335859632758,0.8160752897989555,0.9762788969852396,0.9575367276548772,0.8910467752422508,0.9497215674689318,0.8808230938965891,0.9343654527290836,0.94682590399024,0.954396290082228,0.9954207335329219
0.91883238456342,0.9092203767025946,0.9337540245560956,0.9686649582965788,0.9453194314167459,0.9831460197453981,0.954105828219842,0.931446552835585,0.907688316557114,0.9378535436324262,0.9848818855513672,0.9594314491617663
0.8602580802808553,0.8977756822381874,0.9585698628489489,0.9457774236190236,0.955618802502749,0.9583457780979864,0.9044862129625106,0.9417336864060274,0.9031698134360095,0.9886905661751682,0.9580029713543772,0.9692594380144275
0.8191488679581,0.9728319661577765,0.944292069378852,0.9134638649925452,0.9953942345318664,0.962566848161476,0.8389406114715405,0.933271373268374,0.9676692805614968,0.960196107894728,0.9985178019666929,0.8494092164478073
0.9348185384979244,0.9798819146590756,0.9139024210970116,0.9182439398743864,0.9679921059585104,0.9485498428586752,0.9364591635279068,0.9380571396943136,0.9170630687132636,0.9414489837472148,0.9423327349729618,0.9367049041535249
0.9406850664274188,0.9202874641736034,0.8698080462931621,0.9353878505078996,0.9391823600488908,0.9884874252268948,0.9796874274922668,0.9588266920743048,0.9337355307708154,0.9734479847086706,0.9071774509050876,0.9405568779596032
0.9309110333257044,0.9863463141749532,0.9483048244496336,0.8786082710056351,0.9527598046056792,0.9853391524766064,0.8379147957624121,0.8942951467929294,0.9958311430155412,0.9679255852090248,0.9183016062646208,0.9108555526771116
0.9370206602030698,0.95630721040139,0.9883600533934476,0.9509679842994886,0.9470169126877198,0.939732017203223,0.9432349705248289,0.9364598972684806,0.935271069182884,0.9110742716512013,0.9154600950307452,0.9433029434347071
0.8736642328121672,0.9582501079011899,0.93117058314547,0.9761152319807288,0.9435311834123103,0.9727167896108614,0.943654996188382,0.9266701167917808,0.9432268654584738,0.9603373168055424,0.9203906718838096,0.9479587884638834
0.8923813606518803,0.9391395708885004,0.9563377718792248,0.9508152724810964,0.9471042172771164,0.9616515838202544,0.9760558088905508,0.9962808649438664,0.9387516432545592,0.9796524737528072,0.9915244396044668,0.9591002826113246
0.9267327156399088,0.9277161475114548,0.9675380941172664,0.9422774384043812,0.9421895841807628,0.997596947896632,0.9827739017849652,0.9159146494862476,0.9464318582428574,0.8519911216135497,0.9560207461204924,0.9183975829971477
0.9484495101465876,0.922056379277852,0.9000601098319162,0.9367717400788332,0.9247890144850742,0.9822387173304156,0.9422816942532144,0.9878330232673852,0.910868356439417,0.9538852502741662,0.99848965561701,0.9102755198913534
0.9510961173509056,0.9180983613336888,0.937994016676336,0.8313821053764786,0.932270267984453,0.9826725135831482,0.9414888144357824,0.96359232366354,0.9706659456875346,0.920778975957902,0.988399760900722,0.941246120239113
0.9493367487420544,0.9962223678309085,0.9226732468980462,0.9545855004723792,0.9516778811736412,0.8505658794978966,0.9578671361591166,0.9438293755948198,0.9506451593100728,0.9985896483783786,0.9334846357665706,0.8955958846123402
0.9486406997559556,0.8988472087025922,0.9401408994255022,0.8742147679916593,0.935124081900098,0.8887887345039631,0.9544480606433028,0.9585735279903712,0.909150744266756,0.9573370042260386,0.940962715104524,0.9156632383507796
0.9081737456712844,0.8265526780531202,0.948691650361654,0.9530374131078848,0.9704260981951336,0.9120179728416976,0.9208262955857168,0.9875672046214968,0.9115834320794932,0.9379936006760228,0.996224649702359,0.9793213999570997
0.8895324833621234,0.9946640643051048,0.848443975329125,0.8543644082345335,0.9092506033782244,0.9871951449340016,0.9743125155520264,0.8978644106657239,0.956263539560184,0.9443348092434296,0.9202597073803396,0.9310240348083452
0.8917050691632928,0.9620110176553196,0.923732342322775,0.8765659178225397,0.9326652826202216,0.8649109551495925,0.956215910792836,0.861252200443343,0.9944060563833802,0.9810685385091804,0.9604886630442028,0.9863530069767301
0.9125219572301466,0.953615510119888,0.9339177210729966,0.8444176397704661,0.9535096683947274,0.9363665900062558,0.841979007423908,0.8898490414582093,0.9942359807770079,0.9305730875068964,0.9246020231975716,0.9151026523123387
0.9618821218138224,0.8823109843561574,0.8925064506376503,0.9616588814553853,0.9190546258539996,0.9088439316206476,0.9153472941137052,0.9253702263011468,0.9195222657110128,0.9228208373256064,0.9911653309723292,0.9776717191528876
0.8757737162422726,0.9002164173376277,0.9647697352630998,0.8415192315886628,0.8859610280612054,0.9653193065038068,0.957839292660986,0.9512123707365076,0.9662520985994064,0.9181262253474992,0.9576532795691828,0.9283364270896283
0.9822031465089012,0.8757421859321393,0.9660475362498384,0.8761528444050539,0.8775018837533328,0.8722922294672557,0.9747237037235852,0.9471257721569384,0.9155059204332808,0.9468925304115956,0.968148869104634,0.9846395449058312
0.8703234363545211,0.9447056539131812,0.8313354140482191,0.9304884154981864,0.9625621584420266,0.8980884224830644,0.88717637860358,0.9563993477619014,0.9565682143669244,0.9296816544592741,0.9943911418301896,0.9655458988145798
0.9094143397877088,0.9113118071280696,0.9506609094512743,0.8905887871809504,0.9275107344596568,0.9731515733348284,0.9926837065248224,0.9410853018662744,0.9929171317996568,0.9079726437080906,0.9517981701687788,0.9507356525773424
0.9497512495747804,0.8970887950044442,0.9358082125616728,0.916318888635353,0.9362799592980804,0.9448594145314758,0.8971304899554939,0.9861138379371712,0.9762326706334548,0.9608205102625204,0.9956338395180666,0.9832267261472608
0.8791278920279466,0.8623829622448352,0.9374664637054488,0.8965288118429028,0.9028717777267438,0.9877354690745092,0.9507323827082748,0.9958694261061836,0.9308796491712618,0.9919551343081279,0.9931073954578118,0.9463540944341465
