Max d-sw TS,Min d-sw TS,Mean d-sw TS,Thompson Sampling,Sliding Window TS,Discounted TS,random
0.009304493814610513,0.009383659538978153,0.009363237807532997,0.007696219433269219,0.009489802118464698,0.00932617614676216,0.005220399645720778
0.009313318019555952,0.009270709715676553,0.00933323551071851,0.007675293461541468,0.009413661835792638,0.009278525440056798,0.005239308656318144
0.009305754415317004,0.009347858478913807,0.009340799114957455,0.007686386747758589,0.009449462895856985,0.009293904768675988,0.005212836041481831
0.009285836924154446,0.00928255936231757,0.009363489927674296,0.007691429150584553,0.009486272436486524,0.00930928409729518,0.005180312543254362
0.00929945141178455,0.00930071201249104,0.009417443637912113,0.007689160069312869,0.009421225440031586,0.009323654945349178,0.005236283214622565
0.009317099821675424,0.0092639024718615,0.009365254768663383,0.007689664309595465,0.00943761324921597,0.00930777137644739,0.005239308656318144
0.009277012719209008,0.009253061305785678,0.00937836501601089,0.0076836134262043086,0.009418452118477305,0.009279281800480692,0.0052637643100240696
0.009302476853480127,0.009347354238631209,0.009415174556640428,0.00768764734846508,0.009473414309280316,0.009272222436524343,0.0052254420485467416
0.0093062586555996,0.009335000351707597,0.009392735864064888,0.00769042067001936,0.009524846818105151,0.009280794521328482,0.005177034981417485
0.009316595581392828,0.009263650351720203,0.009407358832260184,0.007686890988041185,0.009482238514225753,0.009278525440056798,0.005234266253492179
